lsa,operator,technology,month,year,speed_mbps
Haryana,JIO,4G,3,2025,10.98046875
Assam,JIO,4G,3,2025,3.568359375
Haryana,JIO,4G,3,2025,11.083984375
Delhi,JIO,4G,3,2025,16.765625
Haryana,JIO,4G,3,2025,10.67578125
Haryana,AIRTEL,4G,3,2025,10.04296875
Haryana,AIRTEL,4G,3,2025,5.2431640625
Haryana,AIRTEL,4G,3,2025,0.375
Haryana,JIO,4G,3,2025,30.0009765625
Haryana,AIRTEL,4G,3,2025,6.2373046875
Haryana,AIRTEL,4G,3,2025,0.8388671875
Assam,JIO,4G,3,2025,31.0888671875
Assam,JIO,4G,3,2025,5.673828125
Haryana,JIO,4G,3,2025,2.3017578125
Assam,JIO,4G,3,2025,16.580078125
Delhi,AIRTEL,4G,3,2025,14.2265625
Haryana,AIRTEL,4G,3,2025,1.125
Delhi,JIO,4G,3,2025,4.0927734375
Haryana,JIO,4G,3,2025,30.6767578125
Haryana,AIRTEL,4G,3,2025,9.560546875
Assam,JIO,4G,3,2025,2.640625
Haryana,JIO,4G,3,2025,0.4404296875
Assam,JIO,4G,3,2025,10.833984375
Haryana,JIO,4G,3,2025,29.697265625
Haryana,AIRTEL,4G,3,2025,0.40625
Delhi,AIRTEL,4G,3,2025,1.841796875
Mumbai,Vi India,4G,3,2025,14.08203125
Haryana,JIO,4G,3,2025,28.8271484375
Haryana,JIO,4G,3,2025,12.0986328125
Haryana,JIO,4G,3,2025,2.751953125
Haryana,JIO,4G,3,2025,3.5458984375
Haryana,AIRTEL,4G,3,2025,14.7216796875
Haryana,AIRTEL,4G,3,2025,2.4384765625
Haryana,JIO,4G,3,2025,16.859375
Haryana,JIO,4G,3,2025,8.86328125
Kerala,JIO,4G,3,2025,0.197265625
Haryana,JIO,4G,3,2025,4.9755859375
Haryana,JIO,4G,3,2025,0.1123046875
Gujarat,AIRTEL,4G,3,2025,4.146484375
Maharashtra,JIO,4G,3,2025,15.3017578125
Himachal Pradesh,JIO,4G,3,2025,3.212890625
Haryana,JIO,4G,3,2025,22.390625
Haryana,AIRTEL,4G,3,2025,0.1875
Haryana,AIRTEL,4G,3,2025,4.9267578125
Haryana,JIO,4G,3,2025,1.5107421875
Haryana,JIO,4G,3,2025,15.228515625
Assam,JIO,4G,3,2025,57.884765625
Haryana,JIO,4G,3,2025,3.400390625
Assam,JIO,4G,3,2025,19.8203125
Haryana,JIO,4G,3,2025,27.109375
Punjab,AIRTEL,4G,3,2025,1.83203125
Haryana,JIO,4G,3,2025,12.4970703125
Haryana,JIO,4G,3,2025,17.3681640625
Maharashtra,JIO,4G,3,2025,9.0556640625
Haryana,AIRTEL,4G,3,2025,0.6884765625
Haryana,AIRTEL,4G,3,2025,3.568359375
Haryana,JIO,4G,3,2025,13.61328125
Haryana,JIO,4G,3,2025,9.6513671875
Haryana,AIRTEL,4G,3,2025,37.98046875
Haryana,AIRTEL,4G,3,2025,45.3935546875
Haryana,AIRTEL,4G,3,2025,0.1943359375
Bihar,AIRTEL,4G,3,2025,16.5810546875
Haryana,JIO,4G,3,2025,2.3076171875
Haryana,AIRTEL,4G,3,2025,18.8056640625
Haryana,JIO,4G,3,2025,18.56640625
Karnataka,Vi India,4G,3,2025,12.466796875
Maharashtra,JIO,4G,3,2025,7.890625
West Bengal,JIO,4G,3,2025,8.37109375
Delhi,AIRTEL,4G,3,2025,23.4482421875
Haryana,JIO,4G,3,2025,2.2412109375
Assam,JIO,4G,3,2025,4.28515625
Haryana,AIRTEL,4G,3,2025,1.4755859375
Haryana,AIRTEL,4G,3,2025,7.248046875
Haryana,JIO,4G,3,2025,8.3115234375
Haryana,AIRTEL,4G,3,2025,2.7421875
Karnataka,Vi India,4G,3,2025,10.1630859375
Haryana,JIO,4G,3,2025,6.9990234375
Haryana,AIRTEL,4G,3,2025,10.4921875
Delhi,JIO,4G,3,2025,64.8076171875
Haryana,AIRTEL,4G,3,2025,31.0244140625
Mumbai,Vi India,4G,3,2025,9.53515625
Mumbai,AIRTEL,4G,3,2025,2.1875
Orissa,AIRTEL,4G,3,2025,0.8427734375
Haryana,JIO,4G,3,2025,30.751953125
Haryana,JIO,4G,3,2025,9.1162109375
Haryana,AIRTEL,4G,3,2025,0.4541015625
Haryana,AIRTEL,4G,3,2025,1.341796875
Haryana,AIRTEL,4G,3,2025,5.5205078125
Haryana,JIO,4G,3,2025,21.279296875
Haryana,AIRTEL,4G,3,2025,27.130859375
Haryana,JIO,4G,3,2025,1.5517578125
Assam,JIO,4G,3,2025,1.8662109375
Haryana,JIO,4G,3,2025,0.04296875
Haryana,JIO,4G,3,2025,15.8115234375
Haryana,JIO,4G,3,2025,10.7841796875
Haryana,AIRTEL,4G,3,2025,16.52734375
Haryana,AIRTEL,4G,3,2025,0.458984375
Madhya Pradesh,JIO,4G,3,2025,2.5205078125
Haryana,AIRTEL,4G,3,2025,12.0419921875
Haryana,AIRTEL,4G,3,2025,3.1953125
Haryana,AIRTEL,4G,3,2025,1.048828125
UP East,CELLONE,4G,3,2025,6.2001953125
Haryana,AIRTEL,4G,3,2025,70.259765625
Haryana,JIO,4G,3,2025,37.015625
Orissa,JIO,4G,3,2025,1.5625
Bihar,CELLONE,4G,3,2025,3.0615234375
Haryana,JIO,4G,3,2025,31.078125
Haryana,JIO,4G,3,2025,5.9052734375
Orissa,AIRTEL,4G,3,2025,0.2177734375
Madhya Pradesh,CELLONE,4G,3,2025,3.103515625
Madhya Pradesh,JIO,4G,3,2025,3.31640625
Madhya Pradesh,JIO,4G,3,2025,1.4521484375
Haryana,JIO,4G,3,2025,4.421875
Haryana,JIO,4G,3,2025,8.7490234375
Haryana,JIO,4G,3,2025,8.736328125
Maharashtra,JIO,4G,3,2025,17.509765625
Haryana,JIO,4G,3,2025,8.533203125
Haryana,AIRTEL,4G,3,2025,0.2421875
Haryana,AIRTEL,4G,3,2025,0.19921875
Haryana,JIO,4G,3,2025,8.6943359375
Bihar,AIRTEL,4G,3,2025,2.451171875
Haryana,JIO,4G,3,2025,69.51171875
Rajasthan,JIO,4G,3,2025,9.9638671875
Kolkata,CELLONE,4G,3,2025,1.330078125
Gujarat,AIRTEL,4G,3,2025,6.966796875
Haryana,AIRTEL,4G,3,2025,52.5029296875
Haryana,Vi India,4G,3,2025,7.9033203125
Kerala,CELLONE,4G,3,2025,10.515625
Assam,JIO,4G,3,2025,4.4755859375
Haryana,JIO,4G,3,2025,8.701171875
Haryana,AIRTEL,4G,3,2025,0.62109375
Madhya Pradesh,Vi India,4G,3,2025,11.4423828125
Haryana,AIRTEL,4G,3,2025,3.3681640625
Kerala,JIO,4G,3,2025,4.91796875
UP West,JIO,4G,3,2025,4.8798828125
Assam,Vi India,4G,3,2025,8.9501953125
Haryana,JIO,4G,3,2025,6.60546875
Rajasthan,Vi India,4G,3,2025,3.3779296875
Haryana,JIO,4G,3,2025,7.876953125
Delhi,AIRTEL,4G,3,2025,51.9765625
Haryana,JIO,4G,3,2025,79.54296875
Haryana,JIO,4G,3,2025,8.326171875
UP West,Vi India,4G,3,2025,4.7626953125
Andhra Pradesh,JIO,4G,3,2025,13.12109375
UP East,JIO,4G,3,2025,2.3115234375
Haryana,AIRTEL,4G,3,2025,0.302734375
Assam,JIO,4G,3,2025,0.1416015625
Haryana,JIO,4G,3,2025,20.41796875
Madhya Pradesh,JIO,4G,3,2025,6.4658203125
Rajasthan,CELLONE,4G,3,2025,7.669921875
Kerala,JIO,4G,3,2025,3.806640625
Madhya Pradesh,JIO,4G,3,2025,1.162109375
Haryana,JIO,4G,3,2025,8.94140625
Haryana,JIO,4G,3,2025,8.9970703125
Haryana,JIO,4G,3,2025,8.9580078125
Haryana,JIO,4G,3,2025,8.9150390625
Tamil Nadu,CELLONE,4G,3,2025,2.6328125
Madhya Pradesh,CELLONE,4G,3,2025,5.71875
Haryana,JIO,4G,3,2025,6.82421875
Haryana,JIO,4G,3,2025,7.970703125
Rajasthan,Vi India,4G,3,2025,9.7548828125
Kolkata,JIO,4G,3,2025,54.26953125
Maharashtra,Vi India,4G,3,2025,4.01953125
Haryana,AIRTEL,4G,3,2025,12.3681640625
West Bengal,JIO,4G,3,2025,8.95703125
Gujarat,Vi India,4G,3,2025,9.6279296875
Tamil Nadu,Vi India,4G,3,2025,9.2314453125
Tamil Nadu,AIRTEL,4G,3,2025,27.1328125
Bihar,AIRTEL,4G,3,2025,24.974609375
Kolkata,Vi India,4G,3,2025,2.0234375
Madhya Pradesh,JIO,4G,3,2025,0.1083984375
Kerala,JIO,4G,3,2025,15.453125
Haryana,JIO,4G,3,2025,4.419921875
West Bengal,JIO,4G,3,2025,2.849609375
Haryana,JIO,4G,3,2025,4.142578125
UP West,JIO,4G,3,2025,9.0625
West Bengal,JIO,4G,3,2025,4.1484375
Haryana,JIO,4G,3,2025,59.138671875
Haryana,JIO,4G,3,2025,23.1171875
Haryana,JIO,4G,3,2025,2.994140625
Haryana,JIO,4G,3,2025,62.2978515625
West Bengal,JIO,4G,3,2025,50.1298828125
Haryana,JIO,4G,3,2025,77.8359375
West Bengal,JIO,4G,3,2025,3.68359375
Haryana,JIO,4G,3,2025,3.89453125
Haryana,JIO,4G,3,2025,44.8349609375
West Bengal,JIO,4G,3,2025,55.12109375
West Bengal,JIO,4G,3,2025,80.1513671875
Maharashtra,JIO,4G,3,2025,0.9248046875
North East,CELLONE,4G,3,2025,7.091796875
Haryana,AIRTEL,4G,3,2025,1.6728515625
Haryana,AIRTEL,4G,3,2025,15.0654296875
Delhi,JIO,4G,3,2025,24.9375
Haryana,JIO,4G,3,2025,4.361328125
Haryana,JIO,4G,3,2025,78.357421875
Haryana,AIRTEL,4G,3,2025,0.15625
Andhra Pradesh,CELLONE,4G,3,2025,8.2685546875
West Bengal,JIO,4G,3,2025,4.271484375
Gujarat,JIO,4G,3,2025,7.814453125
Delhi,JIO,4G,3,2025,7.265625
Madhya Pradesh,AIRTEL,4G,3,2025,28.1171875
West Bengal,JIO,4G,3,2025,78.9208984375
West Bengal,JIO,4G,3,2025,6.353515625
West Bengal,JIO,4G,3,2025,6.45703125
Tamil Nadu,JIO,4G,3,2025,1.4521484375
Kerala,Vi India,4G,3,2025,2.6923828125
Tamil Nadu,CELLONE,4G,3,2025,0.80859375
Andhra Pradesh,AIRTEL,4G,3,2025,1.33203125
Kerala,JIO,4G,3,2025,1.0576171875
Haryana,JIO,4G,3,2025,41.28515625
Bihar,CELLONE,3G,3,2025,1.2060546875
Bihar,AIRTEL,4G,3,2025,0.11328125
West Bengal,AIRTEL,4G,3,2025,3.732421875
Haryana,JIO,4G,3,2025,66.6259765625
Haryana,JIO,4G,3,2025,4.4970703125
Karnataka,AIRTEL,4G,3,2025,10.369140625
Haryana,JIO,4G,3,2025,3.396484375
Madhya Pradesh,JIO,4G,3,2025,43.755859375
Andhra Pradesh,CELLONE,4G,3,2025,4.9833984375
Haryana,JIO,4G,3,2025,51.06640625
Haryana,JIO,4G,3,2025,4.0517578125
Gujarat,AIRTEL,4G,3,2025,9.2509765625
West Bengal,JIO,4G,3,2025,8.833984375
Bihar,JIO,4G,3,2025,8.412109375
West Bengal,JIO,4G,3,2025,8.630859375
West Bengal,JIO,4G,3,2025,7.98828125
Maharashtra,JIO,4G,3,2025,22.1083984375
North East,CELLONE,4G,3,2025,0.8388671875
Bihar,JIO,4G,3,2025,7.0107421875
Bihar,JIO,4G,3,2025,80.4443359375
Delhi,AIRTEL,4G,3,2025,21.6357421875
Assam,JIO,4G,3,2025,0.4462890625
Punjab,JIO,4G,3,2025,0.1533203125
Maharashtra,JIO,4G,3,2025,7.275390625
Chennai,Vi India,4G,3,2025,6.927734375
Bihar,AIRTEL,4G,3,2025,18.6474609375
Kerala,JIO,4G,3,2025,8.8154296875
Haryana,JIO,4G,3,2025,0.2197265625
Haryana,JIO,4G,3,2025,8.95703125
Haryana,JIO,4G,3,2025,79.498046875
West Bengal,JIO,4G,3,2025,8.798828125
Punjab,CELLONE,4G,3,2025,8.73046875
Haryana,JIO,4G,3,2025,13.3544921875
Haryana,JIO,4G,3,2025,8.9375
Haryana,JIO,4G,3,2025,4.5654296875
Bihar,JIO,4G,3,2025,79.453125
UP West,CELLONE,4G,3,2025,3.353515625
Haryana,JIO,4G,3,2025,4.759765625
Maharashtra,JIO,4G,3,2025,37.755859375
Haryana,AIRTEL,4G,3,2025,59.7822265625
Haryana,JIO,4G,3,2025,10.048828125
Haryana,JIO,4G,3,2025,0.7626953125
Haryana,JIO,4G,3,2025,12.9365234375
Haryana,JIO,4G,3,2025,20.11328125
Haryana,JIO,4G,3,2025,10.123046875
Haryana,JIO,4G,3,2025,5.134765625
Haryana,JIO,4G,3,2025,24.2373046875
Haryana,JIO,4G,3,2025,0.09375
Haryana,AIRTEL,4G,3,2025,23.44140625
Haryana,JIO,4G,3,2025,4.2958984375
Haryana,AIRTEL,4G,3,2025,1.072265625
Haryana,AIRTEL,4G,3,2025,2.576171875
Haryana,AIRTEL,4G,3,2025,4.330078125
Haryana,AIRTEL,4G,3,2025,41.0234375
Haryana,AIRTEL,4G,3,2025,12.95703125
Haryana,AIRTEL,4G,3,2025,9.2900390625
Haryana,AIRTEL,4G,3,2025,24.8681640625
Haryana,JIO,4G,3,2025,12.0419921875
Haryana,AIRTEL,4G,3,2025,0.2041015625
Haryana,JIO,4G,3,2025,4.9853515625
Haryana,AIRTEL,4G,3,2025,0.330078125
Haryana,AIRTEL,4G,3,2025,5.8486328125
Haryana,AIRTEL,4G,3,2025,20.4599609375
Haryana,JIO,4G,3,2025,9.6640625
Haryana,AIRTEL,4G,3,2025,11.03515625
Haryana,JIO,4G,3,2025,5.1015625
Haryana,AIRTEL,4G,3,2025,0.3701171875
Haryana,AIRTEL,4G,3,2025,0.4599609375
Haryana,AIRTEL,4G,3,2025,11.490234375
Haryana,AIRTEL,4G,3,2025,14.822265625
Haryana,AIRTEL,4G,3,2025,0.4794921875
Haryana,AIRTEL,4G,3,2025,3.3369140625
Haryana,JIO,4G,3,2025,12.9677734375
Andhra Pradesh,JIO,4G,3,2025,18.8701171875
Haryana,AIRTEL,4G,3,2025,24.0517578125
Haryana,JIO,4G,3,2025,32.9296875
Haryana,AIRTEL,4G,3,2025,91.53125
Haryana,AIRTEL,4G,3,2025,0.66796875
Punjab,JIO,4G,3,2025,8.5908203125
Madhya Pradesh,JIO,4G,3,2025,0.734375
Rajasthan,JIO,4G,3,2025,3.3544921875
Haryana,AIRTEL,4G,3,2025,0.5458984375
Haryana,JIO,4G,3,2025,9.3203125
Haryana,AIRTEL,4G,3,2025,32.7626953125
Haryana,AIRTEL,4G,3,2025,5.86328125
Haryana,AIRTEL,4G,3,2025,5.705078125
Karnataka,JIO,4G,3,2025,6.439453125
Haryana,AIRTEL,4G,3,2025,23.6611328125
Haryana,JIO,4G,3,2025,2.2734375
Haryana,AIRTEL,4G,3,2025,0.66015625
Haryana,AIRTEL,4G,3,2025,13.1220703125
Haryana,JIO,4G,3,2025,14.6650390625
Bihar,AIRTEL,4G,3,2025,27.9970703125
Haryana,AIRTEL,4G,3,2025,49.4365234375
Andhra Pradesh,JIO,4G,3,2025,3.6728515625
Haryana,AIRTEL,4G,3,2025,1.541015625
Haryana,AIRTEL,4G,3,2025,23.4990234375
Haryana,AIRTEL,4G,3,2025,0.0966796875
Haryana,AIRTEL,4G,3,2025,31.767578125
Haryana,AIRTEL,4G,3,2025,3.02734375
Haryana,JIO,4G,3,2025,25.97265625
Haryana,JIO,4G,3,2025,0.05859375
Andhra Pradesh,Vi India,4G,3,2025,18.34375
Punjab,JIO,4G,3,2025,17.4140625
Haryana,AIRTEL,4G,3,2025,0.1396484375
Haryana,AIRTEL,4G,3,2025,0.263671875
Haryana,JIO,4G,3,2025,0.5966796875
Haryana,JIO,4G,3,2025,19.470703125
Haryana,AIRTEL,4G,3,2025,25.5732421875
Haryana,AIRTEL,4G,3,2025,22.4638671875
Maharashtra,JIO,4G,3,2025,8.5048828125
Haryana,AIRTEL,4G,3,2025,19.40625
Haryana,AIRTEL,4G,3,2025,36.2197265625
North East,JIO,4G,3,2025,23.8212890625
Haryana,AIRTEL,4G,3,2025,1.431640625
Haryana,JIO,4G,3,2025,2.7998046875
Haryana,JIO,4G,3,2025,0.0908203125
Haryana,JIO,4G,3,2025,40.85546875
Haryana,JIO,4G,3,2025,1.1416015625
Haryana,AIRTEL,4G,3,2025,60.6904296875
Haryana,JIO,4G,3,2025,27.23828125
Haryana,JIO,4G,3,2025,16.677734375
Haryana,JIO,4G,3,2025,0.783203125
Haryana,AIRTEL,4G,3,2025,12.109375
Haryana,AIRTEL,4G,3,2025,25.416015625
Haryana,AIRTEL,4G,3,2025,2.994140625
Haryana,AIRTEL,4G,3,2025,4.462890625
Haryana,AIRTEL,4G,3,2025,1.33984375
Rajasthan,JIO,4G,3,2025,4.173828125
Haryana,AIRTEL,4G,3,2025,21.7978515625
Haryana,JIO,4G,3,2025,39.5244140625
Haryana,AIRTEL,4G,3,2025,12.8974609375
Haryana,JIO,4G,3,2025,5.380859375
Haryana,AIRTEL,4G,3,2025,0.87109375
Haryana,JIO,4G,3,2025,0.1982421875
Haryana,JIO,4G,3,2025,11.75
Haryana,JIO,4G,3,2025,0.060546875
Rajasthan,JIO,4G,3,2025,28.388671875
Haryana,JIO,4G,3,2025,10.064453125
Haryana,JIO,4G,3,2025,2.2978515625
Haryana,AIRTEL,4G,3,2025,27.18359375
Haryana,AIRTEL,4G,3,2025,0.376953125
Haryana,JIO,4G,3,2025,2.841796875
Chennai,JIO,4G,3,2025,7.1259765625
Haryana,AIRTEL,4G,3,2025,14.92578125
Haryana,JIO,4G,3,2025,7.1416015625
Haryana,JIO,4G,3,2025,4.0537109375
Haryana,JIO,4G,3,2025,0.8037109375
Haryana,AIRTEL,4G,3,2025,1.5263671875
Haryana,AIRTEL,4G,3,2025,18.5927734375
Haryana,JIO,4G,3,2025,8.763671875
Orissa,JIO,4G,3,2025,3.8681640625
Haryana,AIRTEL,4G,3,2025,19.8134765625
Haryana,AIRTEL,4G,3,2025,6.212890625
Haryana,AIRTEL,4G,3,2025,65.8251953125
Haryana,AIRTEL,4G,3,2025,3.337890625
Haryana,AIRTEL,4G,3,2025,13.6044921875
Haryana,JIO,4G,3,2025,1.8974609375
Haryana,JIO,4G,3,2025,6.693359375
Kerala,JIO,4G,3,2025,11.873046875
Haryana,JIO,4G,3,2025,26.83984375
Assam,JIO,4G,3,2025,0.7353515625
Assam,JIO,4G,3,2025,3.0048828125
Haryana,JIO,4G,3,2025,18.271484375
Assam,JIO,4G,3,2025,3.2978515625
Bihar,JIO,4G,3,2025,23.4375
Bihar,JIO,4G,3,2025,2.0126953125
Bihar,JIO,4G,3,2025,7.861328125
Assam,JIO,4G,3,2025,16.8076171875
Haryana,JIO,4G,3,2025,1.86328125
Assam,JIO,4G,3,2025,4.0927734375
Haryana,AIRTEL,4G,3,2025,0.53515625
Haryana,AIRTEL,4G,3,2025,0.4609375
West Bengal,JIO,4G,3,2025,7.6767578125
Tamil Nadu,AIRTEL,4G,3,2025,3.4765625
Haryana,JIO,4G,3,2025,23.208984375
Haryana,JIO,4G,3,2025,0.580078125
Haryana,JIO,4G,3,2025,0.830078125
Tamil Nadu,JIO,4G,3,2025,1.884765625
Haryana,AIRTEL,4G,3,2025,17.1337890625
Haryana,JIO,4G,3,2025,0.7099609375
Maharashtra,Vi India,4G,3,2025,0.11328125
Haryana,JIO,4G,3,2025,11.20703125
Haryana,JIO,4G,3,2025,5.26171875
Haryana,JIO,4G,3,2025,9.2763671875
Assam,JIO,4G,3,2025,22.50390625
Haryana,AIRTEL,4G,3,2025,0.4951171875
Haryana,AIRTEL,4G,3,2025,12.83984375
Haryana,AIRTEL,4G,3,2025,10.984375
Haryana,JIO,4G,3,2025,0.119140625
Haryana,JIO,4G,3,2025,6.8779296875
Kerala,JIO,4G,3,2025,4.84765625
Haryana,AIRTEL,4G,3,2025,19.2529296875
Haryana,AIRTEL,4G,3,2025,0.0947265625
Kerala,JIO,4G,3,2025,15.8935546875
Bihar,JIO,4G,3,2025,6.5947265625
Haryana,AIRTEL,4G,3,2025,26.697265625
Haryana,JIO,4G,3,2025,1.5390625
Haryana,JIO,4G,3,2025,1.2705078125
Haryana,AIRTEL,4G,3,2025,0.8076171875
Haryana,AIRTEL,4G,3,2025,22.509765625
Haryana,JIO,4G,3,2025,7.9990234375
Rajasthan,JIO,4G,3,2025,8.7783203125
Haryana,AIRTEL,4G,3,2025,0.056640625
Chennai,JIO,4G,3,2025,4.943359375
Maharashtra,JIO,4G,3,2025,28.453125
Maharashtra,CELLONE,4G,3,2025,3.490234375
Assam,JIO,4G,3,2025,31.0
Maharashtra,JIO,4G,3,2025,3.16796875
Delhi,JIO,4G,3,2025,2.25390625
Haryana,JIO,4G,3,2025,3.5927734375
Haryana,JIO,4G,3,2025,34.6298828125
Haryana,JIO,4G,3,2025,2.3359375
Haryana,AIRTEL,4G,3,2025,11.0498046875
Kerala,JIO,4G,3,2025,5.921875
Assam,JIO,4G,3,2025,7.0576171875
Haryana,AIRTEL,4G,3,2025,0.767578125
Madhya Pradesh,JIO,4G,3,2025,2.15234375
Haryana,JIO,4G,3,2025,20.310546875
Haryana,AIRTEL,4G,3,2025,28.4169921875
Haryana,AIRTEL,4G,3,2025,16.57421875
Haryana,JIO,4G,3,2025,1.3486328125
Tamil Nadu,AIRTEL,4G,3,2025,6.455078125
Haryana,AIRTEL,4G,3,2025,7.279296875
Assam,JIO,4G,3,2025,51.693359375
Haryana,AIRTEL,4G,3,2025,6.240234375
Haryana,JIO,4G,3,2025,36.0693359375
Haryana,JIO,4G,3,2025,0.046875
Haryana,JIO,4G,3,2025,2.5556640625
Punjab,JIO,4G,3,2025,79.615234375
Haryana,AIRTEL,4G,3,2025,14.2138671875
Haryana,AIRTEL,4G,3,2025,5.9375
Haryana,AIRTEL,4G,3,2025,0.4091796875
Orissa,AIRTEL,4G,3,2025,0.970703125
Haryana,AIRTEL,4G,3,2025,0.2060546875
Haryana,AIRTEL,4G,3,2025,57.90625
Haryana,JIO,4G,3,2025,0.2236328125
Haryana,AIRTEL,4G,3,2025,0.341796875
Haryana,AIRTEL,4G,3,2025,2.494140625
Orissa,JIO,4G,3,2025,0.8271484375
Haryana,AIRTEL,4G,3,2025,6.3115234375
Maharashtra,JIO,4G,3,2025,55.8857421875
Haryana,JIO,4G,3,2025,1.0244140625
Karnataka,JIO,4G,3,2025,5.27734375
Andhra Pradesh,CELLONE,4G,3,2025,7.8564453125
Orissa,AIRTEL,4G,3,2025,27.9658203125
Haryana,JIO,4G,3,2025,17.6728515625
UP East,AIRTEL,4G,3,2025,13.6533203125
Andhra Pradesh,JIO,4G,3,2025,13.626953125
Maharashtra,Vi India,4G,3,2025,20.7265625
Kerala,JIO,4G,3,2025,6.5322265625
Chennai,JIO,4G,3,2025,0.23046875
Punjab,JIO,4G,3,2025,43.3427734375
Andhra Pradesh,CELLONE,4G,3,2025,6.189453125
Haryana,AIRTEL,4G,3,2025,4.0185546875
Rajasthan,CELLONE,3G,3,2025,1.791015625
Haryana,JIO,4G,3,2025,6.5322265625
Karnataka,JIO,4G,3,2025,6.833984375
Madhya Pradesh,CELLONE,4G,3,2025,7.7744140625
UP West,CELLONE,4G,3,2025,4.376953125
Kerala,AIRTEL,4G,3,2025,0.431640625
Haryana,JIO,4G,3,2025,58.71484375
Haryana,JIO,4G,3,2025,8.708984375
Haryana,JIO,4G,3,2025,12.88671875
UP West,CELLONE,4G,3,2025,3.5283203125
UP East,AIRTEL,4G,3,2025,2.9833984375
Chennai,CELLONE,4G,3,2025,3.19921875
Haryana,JIO,4G,3,2025,0.826171875
North East,AIRTEL,4G,3,2025,22.279296875
Haryana,JIO,4G,3,2025,26.6015625
Karnataka,JIO,4G,3,2025,0.8349609375
Gujarat,JIO,4G,3,2025,6.779296875
Jammu & Kashmir,AIRTEL,4G,3,2025,2.87109375
Haryana,JIO,4G,3,2025,6.5263671875
West Bengal,JIO,4G,3,2025,1.3134765625
Rajasthan,JIO,4G,3,2025,8.80078125
Kolkata,JIO,4G,3,2025,2.1767578125
Punjab,AIRTEL,4G,3,2025,12.029296875
Kerala,CELLONE,3G,3,2025,1.4658203125
Haryana,JIO,4G,3,2025,4.064453125
Haryana,JIO,4G,3,2025,8.4443359375
Haryana,JIO,4G,3,2025,80.8095703125
Himachal Pradesh,CELLONE,4G,3,2025,24.5625
Maharashtra,JIO,4G,3,2025,0.7158203125
Haryana,JIO,4G,3,2025,71.935546875
Chennai,CELLONE,4G,3,2025,0.8154296875
Tamil Nadu,JIO,4G,3,2025,2.626953125
Chennai,AIRTEL,4G,3,2025,3.8388671875
Karnataka,AIRTEL,4G,3,2025,5.2978515625
Assam,AIRTEL,4G,3,2025,20.1435546875
Gujarat,Vi India,4G,3,2025,18.1474609375
Karnataka,AIRTEL,4G,3,2025,0.30859375
Andhra Pradesh,CELLONE,3G,3,2025,3.4814453125
Haryana,JIO,4G,3,2025,8.9619140625
Andhra Pradesh,CELLONE,4G,3,2025,4.373046875
Haryana,JIO,4G,3,2025,8.8115234375
UP East,CELLONE,4G,3,2025,6.0263671875
Haryana,JIO,4G,3,2025,80.603515625
Tamil Nadu,CELLONE,3G,3,2025,7.4443359375
Chennai,Vi India,4G,3,2025,6.0693359375
Haryana,JIO,4G,3,2025,13.27734375
West Bengal,JIO,4G,3,2025,32.49609375
Haryana,JIO,4G,3,2025,6.6123046875
Haryana,JIO,4G,3,2025,42.8837890625
West Bengal,JIO,4G,3,2025,4.29296875
Maharashtra,AIRTEL,4G,3,2025,4.2021484375
Kerala,Vi India,4G,3,2025,11.6875
Gujarat,JIO,4G,3,2025,2.2998046875
Haryana,JIO,4G,3,2025,0.818359375
Andhra Pradesh,AIRTEL,4G,3,2025,1.1962890625
Punjab,CELLONE,3G,3,2025,1.6181640625
Maharashtra,AIRTEL,4G,3,2025,29.7841796875
Haryana,AIRTEL,4G,3,2025,1.310546875
Haryana,AIRTEL,4G,3,2025,0.27734375
Madhya Pradesh,AIRTEL,4G,3,2025,9.25
Delhi,JIO,4G,3,2025,13.5185546875
West Bengal,JIO,4G,3,2025,4.0234375
UP East,Vi India,4G,3,2025,13.1875
Haryana,JIO,4G,3,2025,49.61328125
Haryana,JIO,4G,3,2025,77.6728515625
Haryana,JIO,4G,3,2025,78.6259765625
UP East,AIRTEL,4G,3,2025,5.232421875
West Bengal,JIO,4G,3,2025,30.41796875
West Bengal,JIO,4G,3,2025,26.2646484375
Haryana,JIO,4G,3,2025,0.275390625
Punjab,JIO,4G,3,2025,9.759765625
Bihar,JIO,4G,3,2025,4.3916015625
Kerala,JIO,4G,3,2025,1.7470703125
Rajasthan,AIRTEL,4G,3,2025,19.0439453125
Haryana,JIO,4G,3,2025,4.2490234375
Bihar,JIO,4G,3,2025,3.0498046875
UP West,CELLONE,4G,3,2025,1.43359375
Bihar,JIO,4G,3,2025,78.68359375
Rajasthan,CELLONE,3G,3,2025,2.5576171875
Madhya Pradesh,Vi India,4G,3,2025,1.466796875
Bihar,JIO,4G,3,2025,3.71484375
West Bengal,JIO,4G,3,2025,62.884765625
Mumbai,Vi India,4G,3,2025,51.49609375
Madhya Pradesh,CELLONE,4G,3,2025,17.1630859375
Delhi,AIRTEL,4G,3,2025,5.064453125
West Bengal,JIO,4G,3,2025,41.6376953125
West Bengal,JIO,4G,3,2025,42.4140625
Delhi,AIRTEL,4G,3,2025,0.419921875
Rajasthan,JIO,4G,3,2025,0.291015625
Kolkata,CELLONE,4G,3,2025,22.494140625
Kolkata,CELLONE,4G,3,2025,18.8203125
Tamil Nadu,AIRTEL,4G,3,2025,10.822265625
Gujarat,AIRTEL,4G,3,2025,3.7099609375
